movie_id,title,url,rating_overall,rating_num,rating_5,rating_4,rating_3,rating_2,rating_1
26910800,呆呆计划,https://movie.douban.com/subject/26910800/,3.2,1643,2.80%,1.40%,10.60%,23.40%,61.70%
26365631,冲天火,https://movie.douban.com/subject/26365631/,3.5,13404,0.80%,2.00%,14.50%,38.00%,44.80%
4078592,上海王,https://movie.douban.com/subject/4078592/,4.8,9336,2.10%,8.10%,33.30%,40.20%,16.20%
26279202,“吃吃”的爱,https://movie.douban.com/subject/26279202/,5.2,55441,6.00%,10.30%,36.80%,33.40%,13.50%
26389696,大闹天竺,https://movie.douban.com/subject/26389696/,3.7,119571,2.70%,3.50%,16.80%,30.50%,46.50%
25863024,仙球大战,https://movie.douban.com/subject/25863024/,2.4,6774,1.00%,0.00%,4.40%,8.60%,86.00%
25975243,三生三世十里桃花,https://movie.douban.com/subject/25975243/,6.6,321683,18.00%,27.10%,32.10%,10.20%,12.60%
26425081,合约男女,https://movie.douban.com/subject/26425081/,4.3,14748,2.30%,3.90%,26.10%,42.80%,24.90%
26590030,夜闯寡妇村,https://movie.douban.com/subject/26590030/,2.3,2741,0.80%,0.00%,2.50%,5.00%,91.70%
26616894,青春逗,https://movie.douban.com/subject/26616894/,2.9,1073,0.00%,0.00%,7.30%,29.30%,63.40%
26389069,铁道飞虎,https://movie.douban.com/subject/26389069/,5.1,89152,4.10%,11.50%,38.70%,25.60%,20.10%
26293468,我的诗篇,https://movie.douban.com/subject/26293468/,7.5,7623,22.70%,38.20%,30.50%,6.50%,2.00%
26309788,金刚：骷髅岛,https://movie.douban.com/subject/26309788/,6.5,229020,6.50%,27.90%,52.60%,11.00%,1.90%
26644002,傲娇与偏见,https://movie.douban.com/subject/26644002/,4.7,93506,4.00%,8.80%,30.40%,31.40%,25.50%
26630781,我不是潘金莲,https://movie.douban.com/subject/26630781/,6.7,256616,9.50%,34.60%,42.20%,10.10%,3.70%
26035290,悟空传,https://movie.douban.com/subject/26035290/,5.1,226003,4.50%,10.30%,35.30%,33.60%,16.20%
26658568,28岁未成年,https://movie.douban.com/subject/26658568/,5.7,106649,5.80%,16.50%,42.30%,26.00%,9.30%
30304994,奇异博士,https://movie.douban.com/subject/30304994/,6.3,222210,5.70%,24.80%,50.80%,16.00%,2.70%
26677981,夏天十九岁的肖像,https://movie.douban.com/subject/26677981/,4.8,10123,3.40%,12.00%,27.40%,33.00%,24.20%
26711487,决战食神,https://movie.douban.com/subject/26711487/,4.6,37056,2.50%,5.50%,31.90%,42.00%,18.00%
26415200,外公芳龄38,https://movie.douban.com/subject/26415200/,4.2,24802,1.20%,4.60%,24.90%,39.30%,30.10%
26691509,东北往事之破马张飞,https://movie.douban.com/subject/26691509/,3.5,18705,1.90%,3.10%,14.20%,30.90%,50.00%
26382962,美好的意外,https://movie.douban.com/subject/26382962/,5.5,18510,3.80%,14.20%,43.50%,30.50%,8.00%
25723583,英伦对决,https://movie.douban.com/subject/25723583/,7,218393,7.80%,41.10%,45.20%,5.20%,0.70%
1401261,遊戏规则,https://movie.douban.com/subject/1401261/,8.4,11652,38.10%,45.00%,14.90%,1.60%,0.40%
26289138,李雷和韩梅梅,https://movie.douban.com/subject/26289138/,3.7,37052,3.30%,3.60%,16.60%,26.10%,50.50%
11526817,刺客信条,https://movie.douban.com/subject/11526817/,5.3,105930,3.20%,11.80%,41.70%,34.30%,9.00%
7051830,佩小姐的奇幻城堡,https://movie.douban.com/subject/7051830/,7.2,192349,11.60%,40.80%,42.40%,4.70%,0.50%
25894431,星球大战外传：侠盗一号,https://movie.douban.com/subject/25894431/,7.3,174108,16.20%,40.90%,36.30%,5.30%,1.30%
22266320,深海浩劫,https://movie.douban.com/subject/22266320/,7,52200,7.50%,39.30%,48.60%,4.10%,0.50%
26696879,你好，疯子！,https://movie.douban.com/subject/26696879/,6.7,98622,8.80%,32.30%,44.70%,11.90%,2.30%
26425072,明月几时有,https://movie.douban.com/subject/26425072/,6.9,87531,9.00%,36.30%,44.70%,8.60%,1.40%
25884801,记忆大师,https://movie.douban.com/subject/25884801/,7.1,355282,10.20%,41.70%,40.60%,6.40%,1.00%
26761334,我心雀跃,https://movie.douban.com/subject/26761334/,6.7,17266,8.10%,31.80%,49.00%,9.30%,1.80%
26717795,健忘村,https://movie.douban.com/subject/26717795/,6.7,91259,7.70%,33.40%,45.10%,11.20%,2.50%
26770773,聊斋新编之画皮新娘,https://movie.douban.com/subject/26770773/,3,1154,5.70%,0.00%,5.70%,15.70%,72.90%
26757373,捉迷藏,https://movie.douban.com/subject/26757373/,5.4,45520,4.10%,12.60%,44.30%,28.00%,11.00%
26766397,萤火奇兵,https://movie.douban.com/subject/26766397/,null,NA,NA,NA,NA,NA,NA
26692823,建军大业,https://movie.douban.com/subject/26692823/,null,NA,NA,NA,NA,NA,NA
26772915,谜域之噬魂岭,https://movie.douban.com/subject/26772915/,null,NA,NA,NA,NA,NA,NA
25824686,变形金刚五：最后的骑士,https://movie.douban.com/subject/25824686/,4.9,243131,4.00%,8.60%,34.70%,34.50%,18.30%
26602933,绑架者,https://movie.douban.com/subject/26602933/,4.8,34834,1.80%,7.30%,35.90%,39.20%,15.80%
26661183,抢红,https://movie.douban.com/subject/26661183/,3.2,7471,2.50%,1.50%,10.40%,22.90%,62.60%
25933890,极盗车神,https://movie.douban.com/subject/25933890/,7,161368,10.60%,39.60%,42.50%,6.10%,1.10%
26606743,嫌疑人X的献身,https://movie.douban.com/subject/26606743/,6.3,289257,5.40%,23.70%,54.60%,13.90%,2.40%
26325320,血战钢锯岭,https://movie.douban.com/subject/26325320/,8.7,762548,46.50%,41.60%,10.80%,0.90%,0.20%
24753477,蜘蛛侠：英雄归来,https://movie.douban.com/subject/24753477/,7.3,420025,13.30%,44.70%,37.10%,4.10%,0.80%
26638831,最萌身高差,https://movie.douban.com/subject/26638831/,6.8,4834,10.60%,30.80%,49.60%,8.00%,1.00%
26318239,回到火星,https://movie.douban.com/subject/26318239/,5.7,11926,4.00%,14.10%,50.90%,25.50%,5.50%
26803711,阿唐奇遇,https://movie.douban.com/subject/26803711/,7,10001,13.40%,35.80%,41.50%,7.90%,1.40%
26260853,速度与激情八,https://movie.douban.com/subject/26260853/,7.1,330590,13.80%,36.00%,40.80%,7.70%,1.70%
25793398,海洋奇缘,https://movie.douban.com/subject/25793398/,7.5,179550,17.70%,44.60%,34.40%,2.90%,0.40%
25953613,恐怖笔记,https://movie.douban.com/subject/25953613/,3.5,602,6.50%,3.20%,9.70%,22.60%,58.10%
26818364,超能龙骑侠,https://movie.douban.com/subject/26818364/,null,NA,NA,NA,NA,NA,NA
26831514,功夫四侠,https://movie.douban.com/subject/26831514/,null,NA,NA,NA,NA,NA,NA
26843838,碟仙之毕业照,https://movie.douban.com/subject/26843838/,2.4,1216,1.80%,0.00%,1.80%,7.10%,89.30%
26586806,塔洛,https://movie.douban.com/subject/26586806/,7.7,18596,14.60%,58.90%,24.00%,2.20%,0.30%
26845384,蜜月计划,https://movie.douban.com/subject/26845384/,2.5,345,0.00%,2.40%,4.90%,7.30%,85.40%
26840300,食人岛,https://movie.douban.com/subject/26840300/,2.3,1112,0.00%,0.00%,3.50%,7.00%,89.50%
26818346,诡眼,https://movie.douban.com/subject/26818346/,3,448,3.00%,3.00%,9.10%,12.10%,72.70%
26865690,恐怖理发店,https://movie.douban.com/subject/26865690/,2.1,1214,0.00%,0.00%,0.00%,3.80%,96.20%
26866836,五女闹京城,https://movie.douban.com/subject/26866836/,null,NA,NA,NA,NA,NA,NA
26547005,笑林足球,https://movie.douban.com/subject/26547005/,2.8,1310,1.30%,1.30%,6.30%,17.70%,73.40%
26876505,怨灵地下室,https://movie.douban.com/subject/26876505/,null,NA,NA,NA,NA,NA,NA
3434070,太空旅客,https://movie.douban.com/subject/3434070/,6.9,204767,11.10%,35.00%,44.40%,8.40%,1.20%
26673217,我是处女座,https://movie.douban.com/subject/26673217/,2.8,2348,0.50%,1.10%,6.60%,23.50%,68.30%
26828019,有完没完,https://movie.douban.com/subject/26828019/,5.3,23267,4.10%,10.40%,42.20%,31.60%,11.70%
26382767,了不起的菲丽西,https://movie.douban.com/subject/26382767/,6.5,22954,9.50%,26.90%,46.70%,13.10%,3.80%
26876595,那年夏天你去了哪里,https://movie.douban.com/subject/26876595/,4.7,19449,3.20%,8.10%,30.60%,37.60%,20.50%
26779337,盛先生的花儿,https://movie.douban.com/subject/26779337/,6.6,3231,5.00%,32.60%,51.40%,10.30%,0.80%
26883093,惊魂绣花鞋,https://movie.douban.com/subject/26883093/,2.5,1094,1.50%,1.50%,1.50%,12.10%,83.30%
26889012,超级幼儿园,https://movie.douban.com/subject/26889012/,null,NA,NA,NA,NA,NA,NA
26598021,航海王之黄金城,https://movie.douban.com/subject/26598021/,7.6,59844,23.60%,39.00%,32.80%,3.90%,0.70%
26235351,辣警霸王花,https://movie.douban.com/subject/26235351/,3.8,2353,2.30%,2.70%,14.40%,43.20%,37.50%
26354572,欢乐好声音,https://movie.douban.com/subject/26354572/,8.1,268216,28.80%,49.00%,20.20%,1.80%,0.20%
25824009,脑残粉,https://movie.douban.com/subject/25824009/,6.6,6918,5.30%,32.40%,50.40%,9.70%,2.30%
26660834,蜡笔小新：梦境世界大突击,https://movie.douban.com/subject/26660834/,7.3,27593,16.80%,38.90%,38.30%,5.30%,0.60%
25847558,邻家大贱谍,https://movie.douban.com/subject/25847558/,6.1,31119,2.50%,17.80%,62.60%,15.50%,1.70%
3863845,钢铁骑士,https://movie.douban.com/subject/3863845/,3.7,4214,0.50%,2.30%,15.00%,45.30%,37.00%
26754831,绝世高手,https://movie.douban.com/subject/26754831/,5.9,82123,7.00%,19.60%,42.60%,22.10%,8.70%
26596486,名侦探柯南：纯黑的恶梦,https://movie.douban.com/subject/26596486/,6.1,80188,6.30%,21.50%,49.10%,18.90%,4.20%
26667083,凄灵室,https://movie.douban.com/subject/26667083/,3.5,1318,2.10%,3.10%,10.40%,35.40%,49.00%
26862259,乘风破浪,https://movie.douban.com/subject/26862259/,6.8,572453,12.40%,33.10%,40.70%,10.30%,3.50%
26718838,异星觉醒,https://movie.douban.com/subject/26718838/,6.5,147254,6.10%,29.00%,50.70%,11.50%,2.80%
26639958,春娇救志明,https://movie.douban.com/subject/26639958/,7,207186,14.00%,35.30%,40.90%,8.10%,1.70%
26667056,逆时营救,https://movie.douban.com/subject/26667056/,4.7,76938,3.30%,8.10%,30.70%,35.40%,22.50%
26668750,完美有多美,https://movie.douban.com/subject/26668750/,5.4,3691,3.80%,12.90%,45.50%,27.70%,10.20%
26831711,熊出没·奇幻空间,https://movie.douban.com/subject/26831711/,6.4,18340,12.80%,25.00%,38.10%,15.20%,8.90%
26879060,情圣,https://movie.douban.com/subject/26879060/,6,162993,6.50%,21.50%,46.50%,18.60%,6.90%
26820836,八月,https://movie.douban.com/subject/26820836/,7.1,37568,9.30%,42.20%,42.00%,5.80%,0.70%
26912427,猪猪侠之英雄猪少年,https://movie.douban.com/subject/26912427/,4.9,2559,15.60%,3.10%,26.60%,21.90%,32.80%
26928807,辛巴达与美人鱼公主,https://movie.douban.com/subject/26928807/,null,NA,NA,NA,NA,NA,NA
26921827,大卫贝肯之倒霉特工熊,https://movie.douban.com/subject/26921827/,4.5,5415,2.40%,7.20%,34.50%,26.20%,29.70%
26416774,一路逆风,https://movie.douban.com/subject/26416774/,5.2,3392,11.90%,10.00%,28.90%,24.90%,24.40%
26362746,欢乐喜剧人,https://movie.douban.com/subject/26362746/,8.4,20281,36.30%,48.70%,13.00%,1.30%,0.70%
25934014,爱乐之城,https://movie.douban.com/subject/25934014/,8.4,856725,43.10%,37.90%,16.10%,2.20%,0.60%
26616690,非凡任务,https://movie.douban.com/subject/26616690/,6.2,69207,5.20%,21.70%,55.00%,16.10%,2.00%
26388555,一万公里的约定,https://movie.douban.com/subject/26388555/,4.6,5489,4.40%,9.20%,23.90%,37.70%,24.70%
26607693,敦刻尔克,https://movie.douban.com/subject/26607693/,8.4,686453,38.70%,45.80%,14.10%,1.20%,0.30%
26907450,麻烦家族,https://movie.douban.com/subject/26907450/,4.5,18818,2.40%,6.90%,27.30%,38.90%,24.50%
35131294,心惊胆战,https://movie.douban.com/subject/35131294/,7.5,33563,20.70%,38.80%,34.20%,5.20%,1.20%
10484117,天空之眼,https://movie.douban.com/subject/10484117/,7.8,97793,19.60%,53.30%,23.40%,2.60%,1.20%
26948814,怨灵宿舍之白纸女生,https://movie.douban.com/subject/26948814/,2.2,867,1.90%,0.00%,1.90%,0.00%,96.20%
26681656,冰雪大作战,https://movie.douban.com/subject/26681656/,6,2813,5.50%,19.40%,50.20%,19.40%,5.50%
26779288,美容针,https://movie.douban.com/subject/26779288/,4.5,6296,6.20%,10.30%,20.00%,30.10%,33.50%
26950073,碟仙前传,https://movie.douban.com/subject/26950073/,null,NA,NA,NA,NA,NA,NA
26952566,来自月亮的我,https://movie.douban.com/subject/26952566/,null,NA,NA,NA,NA,NA,NA
26926321,缝纫机乐队,https://movie.douban.com/subject/26926321/,6.6,352389,11.50%,27.20%,43.40%,13.90%,4.00%
26757951,会痛的十七岁,https://movie.douban.com/subject/26757951/,3.1,5486,2.50%,2.90%,7.60%,21.10%,65.80%
26815856,疯岳撬佳人,https://movie.douban.com/subject/26815856/,3.3,12252,2.00%,2.40%,10.00%,29.00%,56.60%
26958070,通灵姐妹,https://movie.douban.com/subject/26958070/,2.1,894,0.00%,0.00%,0.00%,5.80%,94.20%
26961684,玛格丽特的春天,https://movie.douban.com/subject/26961684/,2.7,2695,0.00%,0.00%,5.30%,23.50%,71.20%
6873143,一条狗的使命,https://movie.douban.com/subject/6873143/,7.7,367713,23.50%,43.10%,29.40%,3.40%,0.60%
26969974,血伞凶灵,https://movie.douban.com/subject/26969974/,2.1,430,0.00%,0.00%,0.00%,6.30%,93.80%
26785793,斗魂之熊孩子,https://movie.douban.com/subject/26785793/,null,NA,NA,NA,NA,NA,NA
26352435,指甲刀人魔,https://movie.douban.com/subject/26352435/,4.3,10615,2.20%,5.00%,25.80%,39.60%,27.40%
26826398,杀破狼·贪狼,https://movie.douban.com/subject/26826398/,7,167431,9.90%,39.40%,43.00%,6.70%,1.10%
26882327,血狼犬,https://movie.douban.com/subject/26882327/,5.5,5202,6.30%,12.00%,45.70%,23.00%,12.90%
35139426,不期而遇,https://movie.douban.com/subject/35139426/,6.6,7378,7.60%,32.10%,43.00%,14.40%,2.90%
26751902,借眼,https://movie.douban.com/subject/26751902/,3.6,845,1.90%,1.90%,14.80%,38.90%,42.60%
35144311,雄狮,https://movie.douban.com/subject/35144311/,8.3,467255,35.30%,46.20%,15.50%,2.00%,1.00%
26816383,喜欢你,https://movie.douban.com/subject/26816383/,6.7,316841,8.90%,32.40%,45.70%,10.80%,2.10%
27042526,胡杨的夏天,https://movie.douban.com/subject/27042526/,5.1,9730,5.90%,8.30%,35.30%,34.80%,15.70%
26873820,窦娥奇冤,https://movie.douban.com/subject/26873820/,4.6,906,2.00%,13.70%,19.60%,41.20%,23.50%
26808466,提着心吊着胆,https://movie.douban.com/subject/26808466/,6.7,39083,5.90%,34.30%,51.20%,7.50%,1.20%
26995137,忠爱无言,https://movie.douban.com/subject/26995137/,7.3,33649,20.00%,36.50%,32.50%,8.70%,2.20%
26412618,六人晚餐,https://movie.douban.com/subject/26412618/,5.5,4949,4.70%,12.00%,42.90%,34.80%,5.60%
26704592,点五步,https://movie.douban.com/subject/26704592/,6.5,3846,7.40%,27.00%,51.80%,12.50%,1.40%
26387939,摔跤吧！爸爸,https://movie.douban.com/subject/26387939/,9,1524020,59.60%,33.00%,6.80%,0.50%,0.20%
26747836,喵星人  ,https://movie.douban.com/subject/26747836/,4.4,14403,4.70%,6.30%,24.50%,32.10%,32.40%
27003615,怨灵宿舍之人偶老师,https://movie.douban.com/subject/27003615/,2.1,911,0.00%,0.00%,0.00%,6.50%,93.50%
26674021,爱情冻住了,https://movie.douban.com/subject/26674021/,5.3,3368,3.20%,13.10%,37.20%,36.60%,9.90%
26605946,毒。诫,https://movie.douban.com/subject/26605946/,4.9,22044,3.20%,7.60%,36.60%,38.50%,14.10%
26753020,空天猎,https://movie.douban.com/subject/26753020/,5,66041,5.70%,10.70%,32.60%,28.00%,23.00%
26956641,小情书,https://movie.douban.com/subject/26956641/,6.1,6131,5.90%,22.10%,49.40%,16.60%,5.90%
26895979,午夜惊魂路,https://movie.douban.com/subject/26895979/,null,NA,NA,NA,NA,NA,NA
26787124,青禾男高,https://movie.douban.com/subject/26787124/,3.9,24036,1.00%,3.90%,20.40%,36.20%,38.50%
26210985,灵狼传奇,https://movie.douban.com/subject/26210985/,5.1,814,5.30%,15.80%,21.10%,44.70%,13.20%
26811587,大护法,https://movie.douban.com/subject/26811587/,7.8,352668,24.90%,45.90%,24.20%,3.90%,1.10%
26705107,豆福传,https://movie.douban.com/subject/26705107/,5.7,8082,4.20%,17.90%,44.30%,26.60%,7.00%
25872311,当怪物来敲门,https://movie.douban.com/subject/25872311/,7.2,46473,14.40%,37.90%,41.20%,5.70%,0.80%
27030855,我的爸爸是国王,https://movie.douban.com/subject/27030855/,null,NA,NA,NA,NA,NA,NA
26776397,内心引力,https://movie.douban.com/subject/26776397/,7,3887,15.00%,33.50%,39.70%,10.50%,1.30%
26839466,哆啦A梦：大雄的南极冰冰凉大冒险,https://movie.douban.com/subject/26839466/,6.5,28466,8.70%,24.00%,53.30%,12.00%,2.10%
26596836,以爱为名,https://movie.douban.com/subject/26596836/,null,NA,NA,NA,NA,NA,NA
25980443,海边的曼彻斯特,https://movie.douban.com/subject/25980443/,8.6,506895,43.80%,43.40%,11.50%,1.00%,0.20%
27034867,异兽来袭,https://movie.douban.com/subject/27034867/,4,1014,3.00%,3.00%,23.90%,31.30%,38.80%
27036467,麻辣学院,https://movie.douban.com/subject/27036467/,2.7,581,2.20%,2.20%,2.20%,13.30%,80.00%
26916202,血战湘江,https://movie.douban.com/subject/26916202/,null,NA,NA,NA,NA,NA,NA
26877237,29+1,https://movie.douban.com/subject/26877237/,7.1,39943,12.10%,40.00%,41.20%,5.90%,0.80%
27038491,诡异酒楼,https://movie.douban.com/subject/27038491/,2.4,759,2.30%,0.00%,2.30%,4.50%,90.90%
26820394,功夫小兔侠,https://movie.douban.com/subject/26820394/,null,NA,NA,NA,NA,NA,NA
24714697,银河守卫队,https://movie.douban.com/subject/24714697/,5.5,969,2.30%,20.90%,37.20%,29.10%,10.50%
26264454,声之形,https://movie.douban.com/subject/26264454/,6.8,155039,14.60%,30.70%,38.90%,12.10%,3.70%
27041577,惊门,https://movie.douban.com/subject/27041577/,null,NA,NA,NA,NA,NA,NA
26857793,原谅他77次,https://movie.douban.com/subject/26857793/,6.4,57667,6.90%,25.30%,50.40%,14.70%,2.80%
22266475,惊天解密,https://movie.douban.com/subject/22266475/,5.8,4798,1.60%,13.50%,58.00%,25.10%,1.80%
24840629,因为爱情,https://movie.douban.com/subject/24840629/,4.6,6632,6.10%,7.50%,27.60%,29.70%,29.10%
26606242,冈仁波齐,https://movie.douban.com/subject/26606242/,7.7,140672,23.80%,45.70%,25.60%,3.60%,1.30%
35322678,此情此刻,https://movie.douban.com/subject/35322678/,7.3,126,11.30%,47.20%,38.70%,2.80%,0.00%
27067697,冯梦龙传奇,https://movie.douban.com/subject/27067697/,6.7,2019,13.50%,30.10%,36.80%,14.70%,4.90%
26425068,追龙,https://movie.douban.com/subject/26425068/,7.2,341488,11.70%,43.40%,38.70%,5.30%,0.90%
27045442,钢铁飞龙之再见奥特曼,https://movie.douban.com/subject/27045442/,2.6,5960,3.00%,2.20%,2.20%,8.20%,84.30%
26955948,我是谁的宝贝,https://movie.douban.com/subject/26955948/,null,NA,NA,NA,NA,NA,NA
27078038,怪物岛,https://movie.douban.com/subject/27078038/,4.9,915,1.20%,7.10%,38.10%,41.70%,11.90%
27107261,一路向爱,https://movie.douban.com/subject/27107261/,null,NA,NA,NA,NA,NA,NA
27046450,我的爸爸是森林之王,https://movie.douban.com/subject/27046450/,6.2,5118,5.90%,19.20%,57.70%,15.10%,2.10%
27158354,童话先生,https://movie.douban.com/subject/27158354/,null,NA,NA,NA,NA,NA,NA